date,lat,long
2022-02-09 20:30:04.663172,41.143718,-81.642793
2022-02-09 20:30:04.663172,43.359751,-79.795084
2022-02-09 20:30:04.663172,43.483781,-80.507078
2022-02-09 20:30:04.663172,44.156477,-79.857591
2022-02-09 20:30:04.663172,40.856355,-81.419796
2022-02-09 20:33:01.236118,41.15605,-80.898449
2022-02-09 20:33:01.236118,41.022407,-80.719523
2022-02-09 20:36:09.908210,41.602391,-81.479214
2022-02-09 20:36:09.908210,41.158775,-80.624744
2022-02-09 20:36:09.908210,40.865068,-82.245725
2022-02-09 20:36:09.908210,40.856179,-81.419431
2022-02-11 18:07:09.509779,41.261109,-81.8294
2022-02-11 18:07:09.509779,41.692805,-81.329892
2022-02-11 18:07:09.509779,43.629823,-79.802709
2022-02-11 18:07:09.509779,41.519859,-81.498125
2022-02-11 18:07:09.509779,41.308422,-80.850064
2022-02-11 18:07:09.509779,43.171214,-79.907529
2022-02-11 18:07:09.509779,41.96938,-80.175041
2022-02-11 18:07:09.509779,43.007317,-81.304471
2022-02-11 18:07:09.509779,43.900351,-80.117738
2022-02-11 18:07:09.509779,40.900746,-80.72256
2022-02-11 18:07:09.509779,43.481028,-80.522474
2022-02-11 18:07:09.509779,40.64042,-80.009473
2022-02-11 18:07:09.509779,41.379864,-81.427921
2022-02-11 18:07:09.509779,42.89607,-82.510469
2022-02-11 18:07:09.509779,41.32312,-81.477212
2022-02-11 18:07:09.509779,41.105265,-80.834298
2022-02-11 18:07:09.509779,41.519884,-81.494682
2022-02-11 18:07:09.509779,41.078855,-81.527807
2022-02-11 18:07:09.509779,41.003419,-80.73431
2022-02-11 18:07:09.509779,42.992372,-82.187989
2022-02-11 18:07:09.509779,41.159382,-80.65281
2022-02-11 18:07:09.509779,40.714424,-80.30315
2022-02-11 18:07:09.509779,40.731315,-82.470795
2022-02-11 18:07:09.509779,40.732914,-82.467899
2022-02-11 18:07:09.509779,41.155977,-81.656647
2022-02-11 18:07:09.509779,41.452247,-82.202331
2022-02-11 18:07:09.509779,41.738295,-80.708191
2022-02-11 18:07:09.509779,40.833755,-82.306626
2022-02-11 18:07:09.509779,41.449891,-81.533342
2022-02-11 18:07:09.509779,40.640345,-80.009276
2022-02-11 18:07:09.509779,41.44978,-82.091852
2022-02-11 18:07:09.509779,41.451656,-81.750874
2022-02-11 18:07:25.959046,40.986655,-81.492782
2022-02-11 18:08:35.079971,41.254268,-81.435085
